Nivel de riesgo,Score riesgo,Alias,No. Serie,Marca,Modelo,Distribuidor,Estado,Horómetro,Edad equipo,Total servicios,Cerrados,Cerrada fuera,Pendientes,Backlog,Atraso máx hrs,Atraso prom hrs,T. Encendido hrs,Distancia,Última fecha mant.,Motivo clasificación
Bajo,1.8,862407062147933,S509838M-6318361,NEW HOLLAND AG,7610S HERENCIA,TRACTIESA,Mexico,26.3,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062148501,5802061M-728483237,NEW HOLLAND AG,7810,altenos,Jalisco,36.9,1,0,0,0,0,0,0,0.0,4.6,5.6,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062174846,S307166M-6316784,NEW HOLLAND AG,6610S,TRACTIESA,Mexico,33.0,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062175454,S307162M-6317916,NEW HOLLAND AG,6610S,altenos,Jalisco,37.4,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062212323,S403069M-6318060,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,41.4,1,1,1,0,0,0,0,0.0,5.6,20.5,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062213750,NH11142M-002219024,NEW HOLLAND AG,TS6.140,ATN,Hidalgo,48.6,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062236199,S403084M-6320685,NEW HOLLAND AG,7610S,TEPSA,Puebla,44.0,1,1,1,0,0,0,0,0.0,0.0,2.6,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062236421,S509783M-6315348,NEW HOLLAND AG,7610S HERENCIA,altenos,Jalisco,32.6,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062236678,HFJ186365-672382,CASE IH,FARMALL JX90,TRACSAGRAL,Zacatecas,48.6,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062237650,S509810M-6318113,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,38.5,1,1,1,0,0,0,0,0.0,7.2,20.5,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062238765,S204862M-6318405,NEW HOLLAND AG,6610S,TEPSA,Puebla,47.9,1,1,1,0,0,0,0,0.0,10.1,16.7,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062239102,S509848M-6320611,NEW HOLLAND AG,7610S,TRACSAGRAL,Jalisco,51.0,1,1,1,0,0,0,0,0.0,1.2,0.1,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062252899,4100652M-2227525,NEW HOLLAND AG,TS6.140 ELITE,TRACSAGRAL,Guanajuato,48.9,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062277300,5801909M-727471528,NEW HOLLAND AG,6810,TRACTIESA,Mexico,44.0,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062280122,S509796M-6318062,NEW HOLLAND AG,7610S HERENCIA,altenos,Jalisco,48.3,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062831148,5802059M-728483716,NEW HOLLAND AG,7810,MADISAGRAL,Tabasco,30.1,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062834910,S307120M-6307954,NEW HOLLAND AG,6610S HERENCIA,TEPSA,Oaxaca,53.5,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062860048,S307155M-6317315,NEW HOLLAND AG,6610S HERENCIA,TRACTIESA,Michoacan de Ocampo,47.9,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062887777,HFJ186330-669989,CASE IH,95JX,ATC,Guanajuato,30.5,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062891761,S509702M-6308740,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,46.6,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407062896703,HFJ186363-672065,CASE IH,FARMALL JX110,TRACSAGRAL,Jalisco,47.9,1,1,1,0,0,0,0,0.0,1.8,0.2,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407063563104,HFJ186447-672835,CASE IH,110A,MADISAGRAL,Oaxaca,28.3,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407063630523,S509871M-6319525,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Guerrero,45.7,1,1,1,0,0,0,0,0.0,1.5,7.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407065426904,S509975M-6321556,NEW HOLLAND AG,7610S HERENCIA,TRACTIESA,Mexico,26.5,1,1,1,0,0,0,0,0.0,3.7,16.1,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407065427100,4100649M-002219616,NEW HOLLAND AG,TS6.140 ELITE,TRACSAGRAL,Zacatecas,41.3,1,0,0,0,0,0,0,0.0,0.0,4.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407065428330,5801979M-727477409,NEW HOLLAND AG,6810,TEPSA,Puebla,29.3,1,1,1,0,0,0,0,0.0,0.3,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407065503926,5802050M-727486549,NEW HOLLAND AG,6810,altenos,Jalisco,38.0,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407065506457,5801961M-727477059,NEW HOLLAND AG,6810,altenos,Jalisco,40.3,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066079611,S403098M-6321590,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,33.8,1,1,1,0,0,0,0,0.0,6.2,25.4,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066095773,NH11196M-002237845,NEW HOLLAND AG,TS6.120,TEPSA,Puebla,31.9,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066104633,S509918M-6317951,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,43.0,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066106141,S509936M-6320059,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Michoacan de Ocampo,27.0,1,1,1,0,0,0,0,0.0,1.6,3.7,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066110820,S509943M-6320336,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Zacatecas,45.5,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066112867,HFJ186596-683540,CASE IH,FARMALL JX110,ATC,Chihuahua,40.4,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066112941,S509921M-6317840,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,41.9,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066113899,5802006M-727480796,NEW HOLLAND AG,6810,TRACSAGRAL,Colima,28.1,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066114970,HFJ186590-683591,CASE IH,FARMALL JX110,ATN,Chihuahua,34.3,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066136262,5802022M-727481814,NEW HOLLAND AG,6810,TEPSA,Puebla,51.9,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066136478,S509960M-6319862,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,32.2,1,1,1,0,0,0,0,0.0,1.6,20.5,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066327853,NH11264M-002266842,NEW HOLLAND AG,TS6.110,ARBSA,Sonora,25.3,1,1,1,0,0,0,0,0.0,7.4,38.7,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066341870,S307215M-6328455,NEW HOLLAND AG,6610S HERENCIA,altenos,Jalisco,54.4,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066347414,5802092M-728495751,NEW HOLLAND AG,7810,TEPSA,Oaxaca,54.7,1,2,2,0,0,0,0,0.0,4.8,3.7,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066987359,S510120M-6326045,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Jalisco,54.4,1,1,1,0,0,0,0,0.0,1.9,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407066997796,S510042M-6324404,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,52.9,1,1,1,0,0,0,0,0.0,4.7,26.6,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067001689,S510030M-6323467,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,38.3,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067011894,S509999M-6320303,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Colima,26.5,1,1,1,0,0,0,0,0.0,0.8,0.6,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067016059,S510037M-6324405,NEW HOLLAND AG,7610S HERENCIA,ATC,Oaxaca,54.8,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067019772,4100679M-002231152,NEW HOLLAND AG,TS6.120 ELITE,altenos,Guanajuato,45.3,1,1,1,0,0,0,0,0.0,2.0,12.4,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067024921,NH11248M-002171563,NEW HOLLAND AG,TS6.110,altenos,Jalisco,28.1,1,1,1,0,0,0,0,0.0,0.2,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067026363,S510044M-6324403,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Veracruz de Ignacio de la Llave,51.2,1,1,1,0,0,0,0,0.0,5.7,1.7,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067029417,5802040M-727481404,NEW HOLLAND AG,6810,TEPSA,Distrito Federal,31.2,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067031918,S307187M-6317208,NEW HOLLAND AG,6610S HERENCIA,TRACSAGRAL,Michoacan de Ocampo,54.4,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067032734,S510050M-6324412,NEW HOLLAND AG,7610S HERENCIA,altenos,Jalisco,34.9,1,1,1,0,0,0,0,0.0,1.4,3.1,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067033567,S510017M-6320243,NEW HOLLAND AG,7610S HERENCIA,TRACSAGRAL,Jalisco,52.0,1,1,1,0,0,0,0,0.0,3.6,9.5,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067035208,ZPJF01823-002080880,CASE IH,FARMALL N 95,MADISAGRAL,Chiapas,26.9,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067036248,4100719M-002240553,NEW HOLLAND AG,TS6.120 ELITE,ATC,Veracruz de Ignacio de la Llave,33.5,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067038350,S204891M-6318403,NEW HOLLAND AG,6610S HERENCIA,TEPSA,Puebla,47.8,1,1,1,0,0,0,0,0.0,2.0,4.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067041941,S510022M-6319967,NEW HOLLAND AG,7610S HERENCIA,ATN,Coahuila de Zaragoza,36.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,862407067339964,4100735M-002249140,NEW HOLLAND AG,TS6.120 ELITE,TRACSAGRAL,Aguascalientes,41.2,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.8,866392061534719,NH1699029-449893DT,NEW HOLLAND AG,TT4.90,MADISAGRAL,Mexico,29.1,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,353738100850831,LG-61-320,Desconocido,Desconocido,MADISAGRAL,Hidalgo,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,353738101245536,FNH0B90CNZHH13385,NEW HOLLAND CE,Desconocido,ATS,Oaxaca,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,ALTENOS-T049977M-353738101275723,Desconocido,NEW HOLLAND AG,TT75,altenos,Guanajuato,521.5,0,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407060162520,NH1706730-457696DT,NEW HOLLAND AG,TT4.90,MADISAGRAL,Nuevo Leon,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061584367,HCCZ3803JRCG79106-8136094,NEW HOLLAND AG,8030,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061584722,5802051M-727486548,NEW HOLLAND AG,6810,AGROCISAGRAL,Jalisco,4.1,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061585224,HCCZ3803LRCG78978-8134756,NEW HOLLAND AG,8030,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061588327,NH11123M-002146854,NEW HOLLAND AG,TS6.110,MADISAGRAL,Tabasco,6.1,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061589960,S509962M-6319951,NEW HOLLAND AG,7610S HERENCIA,ATS,Oaxaca,3.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061590760,S403107M-6320347,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,1.1,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061613745,S509695M-6308845,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,16.8,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061614271,S509725M-6316132,NEW HOLLAND AG,7610S HERENCIA,Desconocido,Desconocido,0.0,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061740035,5802057M-728483646,NEW HOLLAND AG,7810,TRACSAGRAL,Jalisco,8.7,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061812917,HFJ186382-672081,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061813089,S307147M-6310422,NEW HOLLAND AG,6610S HERENCIA,ATN,Chihuahua,5.3,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061813097,S509770M-6315148,NEW HOLLAND AG,7610S HERENCIA,ATC,Nayarit,6.9,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061813105,NH11131M-002190136,NEW HOLLAND AG,TS6.120,MADISAGRAL,Campeche,7.8,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061813121,S307159M-6316939,NEW HOLLAND AG,6610S HERENCIA,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061813170,S307145M-6310344,NEW HOLLAND AG,6610S HERENCIA,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061813212,S403060M-6315145,NEW HOLLAND AG,7610S HERENCIA,ARBSA,Queretaro,4.2,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061813725,HFJ186380-671983,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061813774,HFJ186379-672505,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061813915,S307164M-6316782,NEW HOLLAND AG,6610S,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061814954,HFJ186378-672569,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061819532,S403075M-6318159,NEW HOLLAND AG,7610S HERENCIA,ARBSA,Queretaro,4.7,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061820399,S403056M-6316087,NEW HOLLAND AG,7610S HERENCIA,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061821793,S509801M-6318109,NEW HOLLAND AG,7610S HERENCIA,MADISAGRAL,Puebla,5.9,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061849711,DASSA - 862407061849711 - S509724M-6316130,NEW HOLLAND AG,7610S HERENCIA,DASSA,Sinaloa,2.6,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061849729,HFJ186386-672226,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061849943,S403057M-6316085,NEW HOLLAND AG,7610S HERENCIA,TAPSA,Puebla,3.8,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061851386,S509837M-6318358,NEW HOLLAND AG,7610S HERENCIA,AGROCISAGRAL,Queretaro,1.6,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407061851592,S509966M-6319953,NEW HOLLAND AG,7610S HERENCIA,MTM,Morelos,8.9,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062125657,HFJ186322-671093,CASE IH,FARMALL JX110,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062133206,HFJ186342-671251,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062135185,S509769M-6315146,NEW HOLLAND AG,7610S HERENCIA,ATC,Campeche,4.2,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062138379,HFJ186422-673840,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062138502,S509973M-6321557,NEW HOLLAND AG,7610S HERENCIA,altenos,Jalisco,10.4,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062138841,HFJ186558-682262,CASE IH,95JX,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062139161,HFJ186319-669378,CASE IH,FARMALL JX110,MADISAGRAL,Nuevo Leon,4.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062143973,S509740M-6315969,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Puebla,6.9,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062145127,HFJ186383-672521,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062146257,HFJ186341-671467,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062146307,HFJ186419-673783,CASE IH,FARMALL JX110,AGROCISAGRAL,Jalisco,18.7,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062146620,4100631M-002218975,NEW HOLLAND AG,TS6.120 ELITE,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062147610,S509830M-6318355,NEW HOLLAND AG,7610S HERENCIA,MADISAGRAL,Veracruz de Ignacio de la Llave,1.1,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062147636,HFJ186335-671451,CASE IH,FARMALL JX110,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062147651,HFJ186280-668840,CASE IH,FARMALL JX100,AGROSURTE,Queretaro,1.4,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062147818,S509824M-6318022,NEW HOLLAND AG,7610S HERENCIA,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062148386,HFJ186315-671106,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062152255,HFJ186561-682495,CASE IH,95JX,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062153105,HFJ186347-671907,CASE IH,FARMALL JX110,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062153188,HFJ186381-672235,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062154749,HFJ186320-669027,CASE IH,FARMALL JX110,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062167436,HFJ186285-669545,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062168699,HFJ186557-682241,CASE IH,FARMALL JX90,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062168830,HFJ186314-670855,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062169366,HFJ186599-683780,CASE IH,95JX,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062169994,S509831M-6318374,NEW HOLLAND AG,7610S HERENCIA,ARBSA,Queretaro,16.1,1,1,1,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062172246,HFJ185993-659649,CASE IH,FARMALL JX90,MADISAGRAL,Puebla,4.8,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062172352,4100645M-002219778,NEW HOLLAND AG,TS6.120 ELITE,ATC,Sinaloa,4.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062172428,S509663M-6304992,NEW HOLLAND AG,7610S HERENCIA,TEPSA,Oaxaca,15.4,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062172600,S403077M-6318380,NEW HOLLAND AG,7610S HERENCIA,altenos,Jalisco,9.3,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062173236,HFJ186318-669356,CASE IH,FARMALL JX90,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062174663,HFJ186331-671225,CASE IH,FARMALL JX110,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062175389,S307168M-6317252,NEW HOLLAND AG,6610S,TRACSAGRAL,Michoacan de Ocampo,5.1,1,0,0,0,0,0,0,0.0,0.2,0.1,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062179795,S307160M-6317914,NEW HOLLAND AG,6610S,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062180611,HFJ186518-680149,CASE IH,FARMALL JX110,ATC,Jalisco,7.6,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062181569,HFJ186523-680696,CASE IH,FARMALL JX100,Desconocido,Desconocido,0.0,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062181767,T051405M-715477510,NEW HOLLAND AG,TT75,MADISAGRAL,Quintana Roo,9.3,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062181791,4100626M-002219609,NEW HOLLAND AG,TS6.120 ELITE,TRACSAGRAL,Jalisco,4.0,1,0,0,0,0,0,0,0.0,0.1,0.1,,sin señales relevantes de atraso/riesgo
Bajo,1.7,862407062181866,S204860M-6316940,NEW HOLLAND AG,6610S HERENCIA,ATN,Coahuila de Zaragoza,2.5,1,0,0,0,0,0,0,0.0,0.0,0.0,,sin señales relevantes de atraso/riesgo
