IMEI,Alias,Marca,Modelo,Configuracion,Fecha Alta,No. Serie,Distribuidor,Ciudad,Estado,Horometro,Odometro,Total,Cerrados,C.Fuera,Pendientes,50,300,600,900,1200,1500,1800,2100,2400,Latitud,Longitud,Combustible,Distancia,Vel. Maxima (kph),Vel. Promedio (kph),T. Encendido (hrs),T. Apagado (hrs),intervalos_con_info,intervalos_sin_info,edad_equipo
866392063364289,866392063364289,CASE IH,FARMALL JX110,4WD CABINA,2024-03-22,HFJ185651-646941,ATN,Salvatierra,Guanajuato,1108.84,54.3,4,2,2,2,Cerrada,Cerrada,CerradaFuera,CerradaFuera,,,,,,20.2030553,-100.9625853,0.04,0.03,0,1.2,1.53,22.47,4,5,2.0
866392063364354,ATN - 866392063364354,NEW HOLLAND AG,7610S HERENCIA,4WD,2023-11-13,S508886M-8122271,ATN,Gomez Palacio,Durango,1942.64,21.71,6,0,0,6,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,,25.6252038,-103.5508518,89.23,30.91,19,4.27,7.3,16.7,6,3,3.0
866392063364453,MADISA - 866392063364453,NEW HOLLAND AG,6610S HERENCIA,4WD,2023-11-13,S306930M-8119819,MADISAGRAL,Balancan,Tabasco,4.03,0.53,0,0,0,0,,,,,,,,,,18.2053861,-91.5257341,0.0,0.0,0,0.0,0.0,24.0,0,9,3.0
866392063364461,ATC - 866392063364461,NEW HOLLAND AG,6610S HERENCIA,4WD,2023-11-13,S306933M-8121000,ATC,Campeche,Campeche,3056.68,59.12,8,0,6,8,,,,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,19.561045,-90.528713,49.89,17.6,15,3.85,5.08,18.92,6,3,3.0
866392063364503,866392063364503,CASE IH,FARMALL JX90,4WD CABINA,2024-03-22,HFJ185638-646638,AGROCISAGRAL,Arandas,Jalisco,311.32,0.0,2,2,0,0,Cerrada,Cerrada,,,,,,,,20.7244051,-102.1563311,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
866392063364669,866392063364669,NEW HOLLAND AG,TS6.120,LODERO 8X8 MS CABINA,2023-11-30,NH10871M-002110344,MADISAGRAL,San Miguel de Allende,Guanajuato,231.45,82.86,34,2,0,32,Cerrada,,,,,,,,,20.928642,-100.6811293,0.0,0.0,0,0.0,0.0,24.0,1,8,3.0
866392063364677,866392063364677,NEW HOLLAND AG,7610S HERENCIA,LODERO,2023-11-30,S508945M-8122177,ARBSA,Ensenada,Baja California,1532.76,23.81,4,4,0,0,,,Cerrada,Cerrada,Cerrada,Cerrada,,,,31.5831343,-116.4283028,92.52,23.83,12,3.56,8.96,15.04,4,5,3.0
866392063364974,ATN - 866392063364974,NEW HOLLAND AG,6610S HERENCIA,4WD,2023-11-13,S306936M-8119821,ATN,Camargo,Chihuahua,2231.85,94.53,7,0,0,7,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,27.885806,-105.1709753,6.94,40.45,23,6.41,6.52,17.48,7,2,3.0
866392063366367,866392063366367,NEW HOLLAND AG,TS6.120 ELITE,FWD 8X8 MS CABINA,2023-08-15,4100462M,TRACSAGRAL,Zamora,Michoacan de Ocampo,2015.01,0.0,6,0,0,6,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,,19.840281,-102.0809513,19.66,9.73,12,4.59,2.89,21.11,6,3,3.0
866392063367464,866392063367464,NEW HOLLAND AG,7610S HERENCIA,LODERO,2023-12-06,S508977M-8124337,TRACSAGRAL,Calera,Zacatecas,2505.22,68.12,8,0,0,8,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,23.1256298,-102.2657931,77.39,11.11,11,2.29,6.41,17.59,8,1,3.0
866392063368447,866392063368447,Desconocido,Desconocido,Desconocido,,Desconocido,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,21.862412,-98.863266,0.0,0.0,0,0.0,0.0,0.0,0,9,
866392063369577,866392063369577,NEW HOLLAND AG,TT4.90,TT4.90 - 2WD 12X12 PS,2024-05-02,NH1680336-431509DT,AGROCISAGRAL,Yurecuaro,Michoacan de Ocampo,201.49,346.94,0,0,0,0,,,,,,,,,,20.2955835,-102.3254115,16.85,12.13,16,4.38,4.97,19.03,0,9,2.0
866392063370831,866392063370831,NEW HOLLAND AG,7610S HERENCIA,4WD,2023-11-30,S508933M-8122476,TRACSAGRAL,Tepalcatepec,Michoacan de Ocampo,782.09,13.87,16,0,0,16,Pendiente,Pendiente,Pendiente,,,,,,,19.0810566,-102.7980855,78.74,32.4,11,4.63,7.37,16.63,3,6,3.0
866392063370864,866392063370864,NEW HOLLAND AG,TS6.110,2WD 8X8 MS CABINA,2024-03-27,NH10975M-002132311,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,20.6357613,-100.4287953,0.0,0.0,0,0.0,0.0,0.0,0,9,2.0
866392063372241,MADISA-HFJ185561-866392063372241,CASE IH,FARMALL JX110,4WD CABINA,2024-03-13,HFJ185561-643024,MADISAGRAL,Veracruz,Veracruz de Ignacio de la Llave,502.14,0.03,2,1,0,1,Cerrada,Pendiente,,,,,,,,19.1543525,-96.2401178,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
866392063372456,ATC-5801556M-866392063372456,NEW HOLLAND AG,6810,4WD,2024-03-07,5801556M-727392702,ATN,Pedro Escobedo,Queretaro,1052.09,51.75,4,2,1,2,Cerrada,Cerrada,CerradaFuera,Pendiente,,,,,,20.5349286,-100.1274551,2.88,0.04,0,0.11,0.65,23.35,4,5,2.0
866392063373546,866392063373546,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-04-25,S509187M-8129057,altenos,Villa Garcia,Zacatecas,1177.4,234.77,9,3,2,6,Cerrada,Cerrada,Cerrada,CerradaFuera,CerradaFuera,,,,,22.3282906,-101.7712188,0.0,0.0,0,0.0,0.0,24.0,5,4,2.0
866392063374676,866392063374676,NEW HOLLAND AG,TT4.90,TT4.90 - 2WD 12X12 PS,2024-10-19,NH1695980-446524DT,AGROCISAGRAL,San Francisco del Rincon,Guanajuato,325.05,54.21,0,0,0,0,,,,,,,,,,21.0307845,-101.756627,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
866392063375111,866392063375111,NEW HOLLAND AG,TS6.110,FWD 8X8 MS,2023-12-01,NH10838M-002085063,ATS,Acatlan de Perez Figueroa,Oaxaca,329.11,0.37,50,0,0,50,Pendiente,Pendiente,,,,,,,,18.4089278,-96.3221376,52.53,34.03,14,6.12,6.12,17.88,2,7,3.0
866392063379980,866392063379980,CASE IH,95JX,HC 4WD CABINA,2024-03-22,HFJ185605-644572,altenos,San Nicolas Buenos Aires,Puebla,258.61,7.85,3,0,1,3,CerradaFuera,,,,,,,,,19.2668421,-97.5361683,0.0,0.0,0,0.0,0.0,24.0,1,8,2.0
866392063382679,866392063382679,NEW HOLLAND AG,TT75,2WD R30/R38,2024-07-04,T050701M-715411673,AGROCISAGRAL,Jaral del Progreso,Guanajuato,6.03,1.58,0,0,0,0,,,,,,,,,,20.3731211,-101.1119776,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
866392063383370,ATC - 866392063383370,NEW HOLLAND AG,7610S HERENCIA,4WD,2023-12-20,S508996M-8123937,ATC,San Luis de la Paz,Guanajuato,996.2,244.79,4,4,0,0,Cerrada,Cerrada,Cerrada,Cerrada,,,,,,21.1016971,-100.5936741,4.41,2.17,10,6.13,0.37,23.63,4,5,3.0
866392063383453,MADISA - 866392063383453,CASE IH,FARMALL JX100,4WD ROPS,2023-12-27,HFJ185374-634396,MADISAGRAL,Acula,Veracruz de Ignacio de la Llave,543.35,43.53,2,1,0,1,Pendiente,Cerrada,,,,,,,,18.448196,-95.7355376,0.0,0.0,0,0.0,0.0,24.0,2,7,3.0
866392063383651,AGROCISA - 866392063383651,NEW HOLLAND AG,WORKMASTER 40,"FWD, ROPS",2023-12-06,LSM0W40RVP0310831-GB230207,AGROCISAGRAL,Atotonilco el Alto,Jalisco,399.41,169.69,0,0,0,0,,,,,,,,,,20.4983578,-102.526056,0.0,0.0,0,0.0,0.0,24.0,0,9,3.0
866392063383792,866392063383792,NEW HOLLAND AG,7610S HERENCIA,LODERO,2024-02-08,S509076M-8125757,AGROCISAGRAL,San Francisco del Rincon,Guanajuato,2027.14,7.65,9,7,0,2,Cerrada,Cerrada,Cerrada,Cerrada,Cerrada,Cerrada,Cerrada,,,20.9801281,-101.8305708,47.92,8.92,9,2.04,4.75,19.25,7,2,2.0
866392063384352,866392063384352,NEW HOLLAND AG,7610S HERENCIA,4WD,2023-12-01,S508934M-8122272,TRACSAGRAL,Atenguillo,Jalisco,589.76,0.83,11,0,0,11,Pendiente,Pendiente,PorVencer,,,,,,,20.3848896,-104.8284718,0.0,0.0,0,0.0,0.0,24.0,3,6,3.0
866392063384485,866392063384485,NEW HOLLAND AG,TT4.80,Desconocido,2025-02-04,NH1691042-441536DT,ATS,Miahuatlan de Porfirio Diaz,Oaxaca,189.54,17.9,0,0,0,0,,,,,,,,,,16.5571533,-96.3512128,0.0,0.0,0,0.0,0.0,24.0,0,9,1.0
866392063384493,866392063384493,NEW HOLLAND AG,TT4.90,TT4.90 - FWD 12X12 PS,2024-03-12,NH1676461-427641DT,AGROCISAGRAL,Villa de Guadalupe,San Luis Potosi,2849.13,22.87,0,0,0,0,,,,,,,,,,23.0448113,-100.492778,25.3,34.94,15,5.93,7.49,16.51,0,9,2.0
866392063384774,866392063384774,NEW HOLLAND AG,TS6.120 ELITE,FWD 8X8 MS CABINA,2024-07-12,4100484M-002132148,ATN,Guadalupe Victoria,Durango,481.36,223.62,4,0,0,4,Pendiente,Pendiente,,,,,,,,24.3688365,-104.1174921,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
866392063385292,ALTENOS - 866392063385292,NEW HOLLAND AG,6610S HERENCIA,4WD,2023-11-13,S306913M-8120672,altenos,San Ignacio Cerro Gordo,Jalisco,628.01,62.56,3,3,0,0,Cerrada,Cerrada,Cerrada,,,,,,,20.7031271,-102.4960966,0.0,0.0,3,0.0,0.0,24.0,3,6,3.0
866392063389328,866392063389328,CASE IH,FARMALL JX100,4WD ROPS,2023-11-30,HFJ185351-633360,TRACSAGRAL,Concordia,Sinaloa,1058.87,25.61,3,0,0,3,,Pendiente,Pendiente,Pendiente,,,,,,22.9339338,-105.8705058,28.49,9.97,11,1.74,5.89,18.11,3,6,3.0
866392063390573,AGROCISA - 866392063390573,NEW HOLLAND AG,WORKMASTER 40,"FWD, ROPS",2023-12-07,LSM0W40RAP0310815-GB230192,AGROCISAGRAL,Vista Hermosa,Michoacan de Ocampo,485.12,18.89,0,0,0,0,,,,,,,,,,20.3548753,-102.432792,26.03,18.45,20,3.86,6.67,17.33,0,9,3.0
866392063397594,866392063397594,NEW HOLLAND AG,7610S HERENCIA,2WD,2024-03-13,S402978M-8126674,ATN,San Pedro,Coahuila de Zaragoza,265.02,33.85,0,0,0,0,,,,,,,,,,25.794022,-102.9357705,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
866392063397610,866392063397610,NEW HOLLAND AG,TS6000,4WD,2024-10-02,H101293M-8123222,AGROSURTE,San Juan Bautista Tuxtepec,Oaxaca,1094.23,1.08,4,3,0,1,Cerrada,Cerrada,Cerrada,Pendiente,,,,,,18.3661811,-96.2917331,68.56,11.18,11,1.45,12.59,11.41,4,5,2.0
866392063398550,MADISA-5801534M-866392063398550,NEW HOLLAND AG,6810,4WD,2024-02-07,5801534M-727385650,MADISAGRAL,Atengo,Jalisco,1312.86,32.95,9,1,1,8,Cerrada,Pendiente,Pendiente,CerradaFuera,Pendiente,,,,,20.1723435,-99.3388731,9.41,0.51,11,0.95,1.37,22.63,5,4,2.0
866392063427995,866392063427995,NEW HOLLAND AG,TS6.120 ELITE,FWD 8X8 MS CABINA,2024-03-27,4100498M-002133782,MADISAGRAL,Juan Rodriguez Clara,Veracruz de Ignacio de la Llave,2456.3,803.66,7,3,1,4,,Cerrada,,Cerrada,Cerrada,CerradaFuera,Pendiente,Pendiente,Pendiente,17.8514728,-95.2644658,57.73,55.6,38,4.44,12.64,11.36,7,2,2.0
866392063478170,866392063478170,NEW HOLLAND AG,TS6.120,FWD 8X8 PS CABINA,2024-03-07,NH10955M-002140006,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,19.2232796,-96.216034,0.0,0.0,0,0.0,0.0,0.0,0,9,2.0
866392063485928,866392063485928,NEW HOLLAND AG,6610S HERENCIA,4WD,2024-03-13,S307000M-8122389,ATN,Francisco I. Madero,Hidalgo,4035.45,53.46,12,2,0,10,,Cerrada,Cerrada,Pendiente,,Pendiente,Pendiente,Pendiente,Pendiente,25.7255646,-103.3025255,41.52,18.91,17,4.98,3.94,20.06,7,2,2.0
866392063488443,866392063488443,NEW HOLLAND AG,7610S HERENCIA,2WD,2023-11-13,S402954M-8122502,ATN,Francisco I. Madero,Hidalgo,1576.42,1.5,5,1,0,4,,Cerrada,Pendiente,Pendiente,Pendiente,Pendiente,,,,25.750673,-103.2273078,0.0,0.0,0,0.0,0.0,24.0,5,4,3.0
866392063525087,866392063525087,Desconocido,Desconocido,Desconocido,2024-01-30,Desconocido,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,25.5784698,-100.2810741,0.0,0.0,0,0.0,0.0,0.0,0,9,2.0
866392063578516,866392063578516,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-02-01,S509051M-8126645,TRACTIESA,Felipe Carrillo Puerto,Quintana Roo,394.26,32.22,7,0,0,7,Pendiente,Pendiente,,,,,,,,19.6571911,-88.4454195,0.0,0.0,0,0.0,0.0,24.0,2,7,2.0
866392063588051,866392063588051,NEW HOLLAND AG,7610S HERENCIA,4WD,2024-02-01,S509044M-8126652,TRACTIESA,Villa de Allende,Mexico,646.47,1.62,140,0,0,140,Pendiente,Pendiente,Pendiente,,,,,,,19.4927106,-100.1494668,0.0,0.0,0,0.0,0.0,24.0,3,6,2.0
866392063591857,866392063591857,CASE IH,FARMALL JX100,4WD CABINA,2024-03-13,HFJ185589-643628,AGROCISAGRAL,Penjamo,Guanajuato,1791.32,0.0,6,2,3,4,CerradaFuera,,Cerrada,Cerrada,CerradaFuera,CerradaFuera,PorVencer,,,20.274146,-101.4708586,1.77,0.12,0,0.05,4.56,19.44,6,3,2.0
866392065058491,MADISA - 866392065058491,NEW HOLLAND AG,TS6.110,FWD 8X8 MS,2023-08-15,NH10778M-002048465,MADISAGRAL,Acula,Veracruz de Ignacio de la Llave,1622.17,58.97,5,0,2,5,,Pendiente,Pendiente,CerradaFuera,CerradaFuera,Pendiente,,,,18.2380053,-95.6298746,60.93,35.27,26,5.49,9.89,14.11,5,4,3.0
866392065062808,ALTENOS - S508606M,NEW HOLLAND AG,7610S HERENCIA,4WD,2023-06-26,S508606M-8117887,altenos,Concordia,Sinaloa,1252.72,12.04,4,0,4,4,,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,,,,,23.3941118,-106.1693948,0.0,0.0,0,0.0,0.0,24.0,4,5,3.0
866392065068441,866392065068441,CASE CE,575SV,Desconocido,2023-08-31,NKJ575SVLPKH34315-40-395892,RIVERO,Ciudad Santa Catarina,Nuevo Leon,5075.97,35.87,0,0,0,0,,,,,,,,,,25.7174353,-100.5160223,0.0,10.72,10,0.81,13.31,10.69,0,9,3.0
866392065068474,AGROCISA-866392065068474,CASE IH,FARMALL JX75,4WD,2023-09-28,JXT1657736-408984DT,AGROCISAGRAL,Romita,Guanajuato,303.62,55.86,0,0,0,0,,,,,,,,,,20.8513715,-101.5271351,0.0,0.0,0,0.0,0.0,24.0,0,9,3.0
866392065068516,866392065068516,NEW HOLLAND AG,6610S HERENCIA,2WD,2023-08-14,S204793M-8117613,TAPSA,San Gabriel Chilac,Puebla,1875.09,69.33,7,0,0,7,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,,18.4160628,-97.3038323,30.29,10.99,13,3.07,3.65,20.35,7,2,3.0
866392065068623,866392065068623,CASE CE,575SV,Desconocido,2023-08-31,NKJ575SVCPKH34318-40-399520,DIMAPESA,Kanasin,Yucatan,2398.14,2.76,0,0,0,0,,,,,,,,,,20.8775805,-89.594926,0.0,1.84,3,1.41,1.67,22.33,0,9,3.0
866392065068631,ALTENOS - S508651M,NEW HOLLAND AG,7610S HERENCIA,4WD,2023-07-27,S508651M-8110892,altenos,Lagos de Moreno,Jalisco,574.0,90.94,3,3,0,0,Cerrada,Cerrada,Cerrada,,,,,,,21.30681,-101.99194,0.0,0.0,0,0.0,0.0,24.0,3,6,3.0
866392065070132,ENAGRI-866392065070132,NEW HOLLAND AG,7610S HERENCIA,4WD,2023-08-21,S508680M-8114099,ENAGRI,Cosala,Sinaloa,299.65,297.6,2,1,0,1,Cerrada,PorVencer,,,,,,,,23.9204626,-106.9291673,0.0,0.0,0,0.0,0.0,24.0,2,7,3.0
866392065072765,866392065072765,CASE IH,FARMALL JX100,4WD ROPS,2023-09-08,HFJ185092-626733,TRIOSA,Miahuatlan de Porfirio Diaz,Oaxaca,1051.69,0.03,4,0,0,4,Pendiente,Pendiente,Pendiente,Pendiente,,,,,,16.4112416,-96.5949755,0.0,0.0,0,0.0,0.0,24.0,4,5,3.0
866392065072914,866392065072914,CASE CE,Desconocido,Desconocido,2023-09-05,NKJ575SVTPKH34319-40-399386,MTM,Iguala de la Independencia,Guerrero,340.07,35.36,0,0,0,0,,,,,,,,,,18.3585726,-99.5416185,0.0,0.0,0,0.0,0.0,24.0,0,9,3.0
866392065073029,866392065073029,NEW HOLLAND AG,WORKMASTER 40,"FWD, ROPS",2024-02-16,LSM0W40RTP0310823,altenos,Zapotlan del Rey,Jalisco,199.05,42.34,0,0,0,0,,,,,,,,,,20.4630173,-102.9298108,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
866392065073094,866392065073094,Desconocido,Desconocido,Desconocido,,Desconocido,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,25.642731,-100.3175803,0.0,0.0,0,0.0,0.0,0.0,0,9,
866392065073268,866392065073268,Desconocido,Desconocido,Desconocido,,Desconocido,Desconocido,Desconocido,Desconocido,0.0,0.0,0,0,0,0,,,,,,,,,,25.6427951,-100.3175298,0.0,0.0,0,0.0,0.0,0.0,0,9,
866392065085213,MADISA-S306883M-866392065085213,NEW HOLLAND AG,6610S HERENCIA,4WD,2023-08-10,S306883M-8117598,MADISAGRAL,Acula,Veracruz de Ignacio de la Llave,969.05,6.43,20,1,2,19,Cerrada,CerradaFuera,CerradaFuera,Pendiente,,,,,,18.2574743,-95.788818,79.67,14.28,30,1.93,6.85,17.15,4,5,3.0
866392065085254,ATS - HFJ185066,CASE IH,FARMALL JX100,4WD CABINA,2023-08-23,HFJ185066-626037,TRIOSA,La Compania,Oaxaca,2008.95,3.5,5,0,3,5,,,Pendiente,Pendiente,CerradaFuera,CerradaFuera,CerradaFuera,,,16.6140845,-96.7193125,0.0,0.01,0,0.0,0.27,23.73,5,4,3.0
866392065085270,MADISA-866392065085270,NEW HOLLAND AG,TS6.120,FWD 8X8 PS,2023-08-10,NH10767M-002034670,MADISAGRAL,San Carlos,Tamaulipas,1364.97,141.97,7,0,2,7,Pendiente,Pendiente,CerradaFuera,CerradaFuera,Pendiente,,,,,24.2450676,-98.9940063,0.0,0.0,0,0.0,0.0,24.0,5,4,3.0
866392065085304,RIVERO-866392065085304,NEW HOLLAND CE,B80C,2WD,2023-09-14,NKJ0B80CLPKH34438-48-396156,RIVERO,San Pedro Garza Garcia,Nuevo Leon,50.37,0.0,17,0,0,17,Pendiente,,,,,,,,,25.6325223,-100.3907328,0.0,0.0,0,0.0,0.0,24.0,1,8,3.0
866392065085320,MTM - S402899M-866392065085320,NEW HOLLAND AG,7610S HERENCIA,2WD,2023-08-10,S402899M-8113425,MTM,Santa Isabel Cholula,Puebla,186.25,28.96,1,0,0,1,Pendiente,,,,,,,,,18.9789511,-98.3995856,0.0,0.0,0,0.0,0.0,24.0,1,8,3.0
866392065085429,TEPSA - 866392065085429,NEW HOLLAND AG,6810,2WD,2023-08-10,5801379M-727367680,TEPSA,Tlanepantla,Puebla,2811.92,72.89,8,1,6,7,Cerrada,,,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,CerradaFuera,18.8576701,-97.9201298,0.0,0.01,0,0.0,0.02,23.98,7,2,3.0
866392065086096,ATC - 866392065086096,NEW HOLLAND AG,6810,4WD,2023-08-25,5801406M-727376326,ATC,Maravatio,Michoacan de Ocampo,200.06,120.27,1,0,1,1,CerradaFuera,,,,,,,,,19.9919525,-100.5078186,12.83,11.42,15,4.17,3.69,20.31,1,8,3.0
866392065086179,ENAGRI-866392065086179,NEW HOLLAND AG,6810,4WD,2023-08-10,5801378M-727367099,ENAGRI,Acaponeta,Nayarit,1953.81,104.48,5,1,0,4,,,Pendiente,Pendiente,Pendiente,Cerrada,Pendiente,,,22.6231985,-105.7422931,59.97,25.57,12,4.52,6.46,17.54,5,4,3.0
866392065086195,866392065086195,NEW HOLLAND AG,6810,2WD,2023-09-01,5801436M-727383647,TEPSA,Atlixco,Puebla,126.69,0.0,21,1,0,20,Cerrada,,,,,,,,,18.8822811,-98.3520096,0.0,0.0,0,0.0,0.0,24.0,1,8,3.0
866392065086310,866392065086310,NEW HOLLAND AG,TT75,Desconocido,2024-04-11,T050659M-715392699,AGROCISAGRAL,Tequila,Jalisco,11.04,94.82,0,0,0,0,,,,,,,,,,21.0155236,-103.7211271,0.0,0.0,0,0.0,0.0,24.0,0,9,2.0
866392065088233,ALTENOS - 5801421M,NEW HOLLAND AG,6810,4WD,2023-08-31,5801421M-727375069,altenos,San Juan de los Lagos,Jalisco,592.1,2.69,3,3,0,0,Cerrada,Cerrada,Cerrada,,,,,,,21.104092,-102.5383305,0.0,0.0,0,0.0,0.0,24.0,3,6,3.0
866392065089124,866392065089124,NEW HOLLAND AG,TS6.110,FWD 8X8 PS,2023-08-21,NH10782M-002048252,ENAGRI,Mazatlan,Sinaloa,1882.97,15.97,7,2,0,5,Cerrada,Cerrada,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,,23.5253145,-106.5063601,50.83,2.89,6,0.66,6.16,17.84,7,2,3.0
866392065089371,TRACSA - S508677M,NEW HOLLAND AG,7610S HERENCIA,4WD,2023-08-23,S508677M-8110570,TRACSAGRAL,Leon,Guanajuato,193.9,86.19,1,0,0,1,Pendiente,,,,,,,,,21.1990106,-101.7933498,0.0,0.0,0,0.0,0.0,24.0,1,8,3.0
866392065089397,MADISA - 866392065089397,NEW HOLLAND AG,6610S HERENCIA,4WD,2023-08-10,S306888M-8117792,MADISAGRAL,Carmen,Campeche,1308.2,42.44,4,3,0,1,Cerrada,Cerrada,,Cerrada,Pendiente,,,,,18.3313751,-91.372595,0.0,0.0,0,0.0,0.0,24.0,4,5,3.0
866392065089405,ALTENOS - S204792M - 866392065089405,NEW HOLLAND AG,6610S HERENCIA,2WD,2023-08-10,S204792M-8117610,altenos,San Agustin de las Juntas,Oaxaca,3.28,0.58,0,0,0,0,,,,,,,,,,16.9400871,-96.7050861,0.0,0.0,0,0.0,0.0,24.0,0,9,3.0
866392065089470,AGROEQUIPOS - S306833M,NEW HOLLAND AG,6610S HERENCIA,4WD,2023-06-26,S306833M-8116190,AGROEQUIPOS,Tapachula,Chiapas,1286.95,0.0,36,2,0,34,Cerrada,Cerrada,Pendiente,Pendiente,Pendiente,,,,,14.908415,-92.3655025,0.0,0.0,0,0.0,0.0,24.0,5,4,3.0
866392065089488,MADISA-866392065089488,NEW HOLLAND AG,6810,2WD,2023-08-23,5801393M-727362272,MADISAGRAL,Santiago de Anaya,Hidalgo,279.28,19.96,2,1,0,1,Cerrada,PorVencer,,,,,,,,20.4070828,-99.1036946,0.0,0.0,0,0.0,0.0,24.0,2,7,3.0
866392065089512,AGTRAC-5801438M-866392065089512,NEW HOLLAND AG,6810,4WD,2023-09-01,5801438M-727385487,TRACSAGRAL,Guadalupe Victoria,Durango,820.58,1.99,3,0,0,3,Pendiente,Pendiente,Pendiente,,,,,,,24.1918901,-103.6294495,0.0,1.96,9,3.61,0.65,23.35,3,6,3.0
866392065089538,866392065089538,NEW HOLLAND AG,TS6.125,FWD 8X8 PS CABINA,2024-06-12,NH10786M-002057602,MADISAGRAL,Ahumada,Chihuahua,1812.41,10.64,8,3,0,5,,Cerrada,Cerrada,Cerrada,Pendiente,Pendiente,Pendiente,,,30.2710248,-106.7646006,2.67,0.98,9,0.61,1.65,22.35,6,3,2.0
866392065089579,AGROEQUIPOS - 866392065089579,NEW HOLLAND AG,7610S HERENCIA,4WD,2023-08-23,S508689M-8113333,AGROEQUIPOS,Villa Comaltitlan,Chiapas,1964.2,84.44,5,3,0,2,,,Cerrada,Cerrada,Cerrada,Pendiente,Pendiente,,,15.0592885,-92.5723228,65.03,35.47,17,5.31,7.17,16.83,5,4,3.0
866392065089637,866392065089637,NEW HOLLAND AG,6810,2WD,2023-09-01,5801431M-727385482,ATN,Matamoros,Coahuila de Zaragoza,3611.12,5.92,12,2,0,10,,Cerrada,Cerrada,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,25.4671108,-103.2127415,42.61,24.08,11,5.51,5.99,18.01,8,1,3.0
866392065089728,TRACSA - S508617M,NEW HOLLAND AG,7610S HERENCIA,4WD,2023-06-26,S508617M-8112803,TRACSAGRAL,Vanegas,San Luis Potosi,2365.96,512.16,7,0,0,7,,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,PorVencer,23.6542411,-100.9806881,55.23,29.78,10,4.27,9.65,14.35,7,2,3.0
866392065089819,TRACSA - S306829M,NEW HOLLAND AG,6610S HERENCIA,4WD,2023-06-26,S306829M-8114343,TRACSAGRAL,Apatzingan,Michoacan de Ocampo,689.7,0.18,3,0,0,3,Pendiente,Pendiente,Pendiente,,,,,,,19.0701281,-102.3428363,0.0,0.0,0,0.0,0.0,24.0,3,6,3.0
866392065089975,TRACSA - S508676M,NEW HOLLAND AG,Desconocido,4WD,2023-08-23,S508676M-8114084,TRACSAGRAL,San Juan de Guadalupe,Durango,26.03,53.73,0,0,0,0,,,,,,,,,,24.2840653,-103.3828818,0.0,0.0,0,0.0,0.0,24.0,0,9,3.0
866392065090494,TRACSA- HFJ185068,CASE IH,FARMALL JX100,4WD ROPS,2023-08-23,HFJ185068-626239,TRACSAGRAL,Tepalcatepec,Michoacan de Ocampo,1832.21,114.78,5,0,0,5,,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,,,19.088186,-102.7269935,0.0,0.0,0,0.0,0.0,24.0,5,4,3.0
866392065090627,ATN - 866392065090627,NEW HOLLAND AG,TS6.120,FWD 8X8 PS,2023-08-23,NH10784M-002036688,ATN,Gomez Palacio,Durango,3195.69,9.8,7,0,0,7,,,,,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,25.7105601,-103.4445481,0.0,0.0,0,0.0,0.0,24.0,5,4,3.0
866392065090676,MADISA-866392065090676,NEW HOLLAND AG,6810,2WD,2023-08-23,5801392M-727370269,MADISAGRAL,Jimenez,Chihuahua,795.1,10.64,3,0,3,3,CerradaFuera,CerradaFuera,CerradaFuera,,,,,,,27.0556741,-104.960544,59.94,4.68,8,0.58,8.28,15.72,3,6,3.0
